,ISIN,COMPANY_CODE,SECTOR_CODE,REPORTING_YEAR,N_SDG1,N_SDG2,N_SDG3,N_SDG4,N_SDG5,N_SDG6,N_SDG7,N_SDG8,N_SDG9,N_SDG10,N_SDG11,N_SDG12,N_SDG13,N_SDG14,N_SDG15,N_SDG16,N_SDG17,Market Value
1097,US5178341070,LASVEG00001,FOOD,2022,0,0,-3500000,0,0,-820000,0,-1000000000,-510000000,0,-2500000,-1000000,-25000000,-270000,-240000,0,0,"$19,241.49 "
1104,INE016A01026,DABURI00001,WASH,2022,0,0,-2300000,0,0,-1000000,0,-25000000,-12000000,0,-540000,-550000,-4200000,-370000,-220000,0,0,"$3,686.53 "
1111,US1729081059,CINTAS00001,RENT,2022,0,0,-870000,0,0,-260000,0,0,0,0,-130000,-95000,-31000000,-110000,-87000,0,0,"$39,661.06 "
1118,JP3421800008,SECOMC00001,CONS,2022,0,0,-4500000,0,0,-1800000,0,-2100000,-1100000,0,-1100000,-1100000,-11000000,-730000,-370000,0,0,"$12,871.39 "
1125,ES0105066007,CELLNE00001,ITIS,2022,0,0,-70000,0,0,-29000,0,-360000000,-180000000,0,-18000,-17000,-17000000,-12000,-5800,0,0,"$23,808.92 "
1132,INE129A01019,GAILXX00001,OGES,2022,0,0,-3500000,0,0,-2900000,0,-3400000,-1700000,0,-300000,-140000,-220000000,-79000,-980000,0,0,"$3,561.65 "
1139,JP3143900003,ITOCHU00002,ITIS,2022,0,0,-320000,0,0,-130000,0,0,0,0,-84000,-80000,-2400000,-52000,-27000,0,0,"$2,154.18 "
1146,ZAE000117321,BIDVES00001,OTHE,2022,0,0,-9200000,0,0,-8800000,0,0,0,0,0,-33000,-14000000,-66000,-2900000,0,0,"$4,770.61 "
1153,JE00B8KF9B49,WPPXXX00001,CONS,2022,0,0,-820000,0,0,-340000,0,0,0,0,-170000,-180000,-3500000,-130000,-77000,0,0,"$12,731.61 "
1160,INE102D01028,GODREJ00001,WASH,2022,0,0,-230000,0,0,-160000,0,0,0,0,-20000,-20000,-3800000,-17000,-50000,0,0,"$4,194.69 "
1167,INE059A01026,CIPLAX00001,PILL,2022,0,0,-3800000,0,0,-2300000,0,0,0,0,-670000,-670000,-12000000,-450000,-600000,0,0,"$5,838.48 "
1174,US25470M1099,DISHNE00001,ENTE,2022,0,0,-4400000,0,0,-1200000,0,-13000000,-6700000,0,-580000,-760000,-19000000,-760000,-260000,0,0,"$1,941.05 "
1181,US6200763075,MOTORO00001,EEMA,2022,0,0,-190000,0,0,-18000,0,0,0,0,-38000,-30000,-3500000,-31000,-4700,0,0,"$48,530.86 "
1188,US73278L1052,POOLCO00001,WHRE,2022,0,0,-2500000,0,0,-1000000,0,0,0,0,-620000,-620000,-3600000,-410000,-210000,0,0,"$12,539.46 "
1195,INE787D01026,BALKRI00001,RUMA,2022,0,0,-460000,0,0,-42000,0,-2500000,-1300000,0,-12000,-51000,-22000000,-86000,-11000,0,0,"$2,027.02 "
1202,PLLPP0000011,LPPXXX00001,WHRE,2022,0,0,-1500000,0,0,-630000,0,0,0,0,-380000,-380000,-1500000,-250000,-130000,0,0,"$2,432.60 "
1209,US5949181045,MICROS00001,ITIS,2022,0,0,-1700000,0,0,-1200000,0,-21000000,-10000000,0,-200000,-190000,-310000000,-130000,-360000,0,0,"$2,097,589.10 "
1216,TW0002308004,DELTAE00001,EEMA,2022,0,0,0,0,0,0,-490000,-490000,-240000,0,0,0,0,0,0,0,0,"$22,085.49 "
1223,US58155Q1031,MCKESS00001,WHRE,2022,0,0,-560000,0,0,-160000,0,0,0,0,-110000,-110000,-13000000,-95000,-35000,0,0,"$49,506.00 "
1230,CH0126881561,SWISSR00001,FINS,2022,0,0,-370000,0,0,-150000,0,0,0,0,-97000,-92000,-700000,-59000,-31000,0,0,"$28,796.99 "
1237,JP3787000003,HITACH00004,FMMA,2022,0,0,-11000000,0,0,-3800000,0,0,0,0,-2400000,-2500000,-18000000,-2000000,-770000,0,0,"$2,412.93 "
1244,INE280A01028,TITANC00002,OTMA,2022,0,0,-820000,0,0,-350000,0,0,0,0,-190000,-190000,-3700000,-130000,-74000,0,0,"$11,784.38 "
1251,US70438V1061,PAYLOC00001,ITIS,2022,0,0,-29000,0,0,-13000,0,-4800000,-2400000,0,-7400,-6700,-1200000,-4300,-2900,0,0,"$8,270.43 "
1258,JE00B4T3BW64,GLENCO00001,COAL,2022,0,0,-470000000,0,0,-150000000,0,0,0,0,-80000000,-69000000,-1500000000,-64000000,-44000000,0,0,"$58,652.52 "
1265,US28176E1082,EDWARD00001,HOSP,2022,0,0,-4800000,0,0,-960000,0,-4600000,-2300000,0,-730000,-620000,-3200000,-380000,-200000,0,0,"$50,726.09 "
1272,JP3436120004,SBIHOL00001,FINS,2022,0,0,-150000,0,0,-71000,0,0,0,0,-34000,-34000,-1000000,-23000,-16000,0,0,"$4,803.87 "
1279,US8926721064,TRADEW00001,FINS,2022,0,0,-27000,0,0,-11000,0,-8900000,-3000000,0,-6700,-6500,-160000,-4300,-2300,0,0,"$7,794.91 "
1286,US82968B1035,SIRIUS00001,ENTE,2022,0,0,-2400000,0,0,-630000,0,0,0,0,-310000,-410000,-2100000,-410000,-140000,0,0,"$2,664.54 "
1293,CNE100003LF5,NINGXI00001,PILL,2022,0,0,-2800000,0,0,-870000,0,0,0,0,-470000,-550000,-5800000,-480000,-190000,0,0,"$3,431.72 "
1300,INE406A01037,AUROBI00001,PILL,2022,0,0,-4400000,0,0,-1800000,0,0,0,0,-1000000,-1000000,-47000000,-710000,-380000,0,0,"$1,946.26 "
1307,US3032501047,FAIRIS00001,CONS,2022,0,0,-290000,0,0,-120000,0,0,0,0,-69000,-70000,-780000,-48000,-25000,0,0,"$17,123.47 "
1314,US2944291051,EQUIFA00001,FINS,2022,0,0,-120000,0,0,-55000,0,0,0,0,-29000,-28000,-1400000,-19000,-12000,0,0,"$23,993.52 "
1321,NZXROE0001S2,XEROLT00001,ITIS,2022,0,0,-27000,0,0,-13000,0,-4100000,-2000000,0,-6300,-5700,-31000,-3700,-3200,0,0,"$7,819.75 "
1328,INE155A01022,TATAMO00001,TRAN,2022,0,0,-2700000,0,0,-1200000,0,-980000000,-490000000,0,-470000,-390000,-29000000,-320000,-340000,0,0,"$9,972.60 "
1335,JP3635000007,TOYOTA00003,CONG,2022,0,0,-1200000,0,0,-800000,0,0,0,0,-210000,-170000,-25000000,-100000,-230000,0,0,"$8,193.66 "
1342,US08265T2087,BENTLE00001,ITIS,2022,0,0,-42000,0,0,-22000,0,0,0,0,-9500,-8700,-290000,-5500,-5500,0,0,"$9,058.23 "
1348,GB00B082RF11,RENTOK00001,OTHE,2022,0,0,-130000,0,0,-56000,0,0,0,0,-34000,-34000,-12000000,-22000,-11000,0,0,"$18,562.33 "
1355,CH0008038389,SWISSP00001,RESS,2022,0,0,-140000,0,0,-54000,0,0,0,0,-33000,-31000,-700000,-21000,-12000,0,0,"$6,748.66 "
1362,US4943681035,KIMBER00001,PAPM,2022,0,0,-44000000,0,0,-5700000,0,0,0,0,-330000,-4000000,-170000000,-7700000,-1900000,0,0,"$46,272.55 "
1369,GB00B1WY2338,SMITHS00001,EEMA,2022,0,0,-360000,0,0,-58000,0,0,0,0,-36000,-52000,-2600000,-64000,-14000,0,0,"$7,344.22 "
1376,DK0060252690,PANDOR00001,OTMA,2022,0,0,-1500000,0,0,-350000,0,0,0,0,-220000,-260000,-3000000,-250000,-76000,0,0,"$8,041.59 "
1383,US92343E1029,VERISI00001,ITIS,2022,0,0,-45000,0,0,-20000,0,0,0,0,-12000,-11000,-2100000,-7000,-4200,0,0,"$22,469.78 "
1390,US7043261079,PAYCHE00001,ITIS,2022,0,0,-150000,0,0,-64000,0,0,0,0,-40000,-36000,-390000,-23000,-14000,0,0,"$34,740.13 "
1397,US05464C1018,AXONEN00001,EEMA,2022,0,0,-250000,0,0,-95000,-1900000,-1900000,-960000,0,-42000,-46000,-2200000,-39000,-23000,0,0,"$15,261.05 "
1404,US88262P1021,TEXASP00001,RESS,2022,0,0,-120000,0,0,-56000,0,0,0,0,-26000,-26000,-2100000,-18000,-13000,0,0,"$13,175.73 "
1411,JP3571400005,TOKYOE00001,EEMA,2022,0,0,-6100000,0,0,-2400000,-2000000,-2000000,-990000,0,-1400000,-1500000,-7100000,-1000000,-480000,0,0,"$51,349.32 "
1418,JP3148800000,IBIDEN00001,EEMA,2022,0,0,-2300000,0,0,-600000,0,0,0,0,-140000,-220000,-36000000,-330000,-190000,0,0,"$4,004.18 "
1425,INE465A01025,BHARAT00002,FMMA,2022,0,0,-2300000,0,0,-800000,0,0,0,0,-460000,-500000,-13000000,-380000,-170000,0,0,"$2,199.24 "
1432,US4612021034,INTUIT00001,ITIS,2022,0,0,-130000,0,0,-56000,0,0,0,0,-42000,-31000,-760000,-17000,-13000,0,0,"$120,358.07 "
1439,US62944T1051,NVRXXX00001,BLDG,2022,0,0,-6800000,0,0,-2300000,0,0,0,0,-2100000,-1700000,-22000000,-1100000,-470000,0,0,"$17,544.74 "
1446,US74834L1008,QUESTD00001,HOSP,2022,0,0,-5800000,0,0,-2400000,0,0,0,0,-1500000,-1500000,-16000000,-950000,-480000,0,0,"$15,708.60 "
1453,JP3180400008,OSAKAG00001,OGES,2022,0,0,-32000000,0,0,-13000000,0,0,0,0,-8400000,-7900000,-270000000,-5200000,-2500000,0,0,"$5,736.35 "
1460,US2566771059,DOLLAR00001,WHRE,2022,0,0,-14000000,0,0,-5800000,0,0,0,0,-3400000,-3400000,-100000000,-2300000,-1200000,0,0,"$46,580.07 "
1467,US0235861004,AMERCO00001,RENT,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$5,417.14 "
1474,US7561091049,REALTY00001,RESS,2022,0,0,-470000,0,0,-200000,0,0,0,0,-120000,-120000,-250000,-79000,-40000,0,0,"$40,090.51 "
1481,ES0167050915,ACSACT00001,INDE,2022,0,0,-56000000,0,0,-21000000,0,0,0,0,-12000000,-13000000,-51000000,-9400000,-4300000,0,0,"$6,897.70 "
1488,KYG017191142,ALIBAB00002,ITIS,2022,0,0,-5200000,0,0,-2800000,0,0,0,0,-1400000,-1100000,-260000000,-610000,-720000,0,0,"$204,604.95 "
1495,CNE000001D15,XIAMEN00003,MOMI,2022,0,0,-51000000,0,0,-16000000,0,0,0,0,-21000000,-10000000,-180000000,-4900000,-4900000,0,0,"$2,306.97 "
1502,INE053A01029,INDIAN00001,FOOD,2022,-1200000,0,-9300000,0,0,-4100000,0,-25000000,-13000000,0,-2100000,-2200000,-13000000,-1500000,-880000,0,0,"$3,299.39 "
1509,US5007541064,KRAFTH00001,FOMA,2022,0,0,-13000000,0,0,-2900000,0,0,0,0,-4300000,-2600000,-67000000,-1700000,-780000,0,0,"$47,133.02 "
1516,FR0000120693,PERNOD00001,BEVM,2022,0,0,-3900000,0,0,-1500000,0,0,0,0,-2100000,-960000,-17000000,-300000,-430000,0,0,"$44,543.14 "
1523,CH0024608827,PARTNE00001,FINS,2022,0,0,-43000,0,0,-18000,0,0,0,0,-11000,-11000,-130000,-7100,-3700,0,0,"$21,142.21 "
1530,JP3122400009,ADVANT00001,EEMA,2022,0,0,-49000,0,0,-35000,0,0,0,0,-2000,-2000,-3000000,-2500,-12000,0,0,"$15,920.95 "
1537,US3546131018,FRANKL00001,FINS,2022,0,0,-190000,0,0,-80000,0,0,0,0,-46000,-45000,-1700000,-30000,-17000,0,0,"$7,757.63 "
1544,GB0002374006,DIAGEO00001,BEVM,2022,0,0,-5800000,0,0,-1300000,0,0,0,0,-83000,-470000,-23000000,-890000,-440000,0,0,"$100,741.58 "
1551,JP3429800000,ANAHOL00001,AIRL,2022,0,0,-7600000,0,0,-2800000,0,-460000000,-230000000,0,-460000000,-2100000,-380000000,-1100000,-560000,0,0,"$8,970.79 "
1558,NO0003043309,KONGSB00003,TRAN,2022,0,0,-440000,0,0,-150000,0,0,0,0,-83000,-92000,-2800000,-75000,-31000,0,0,"$3,519.95 "
1565,INE121A01024,CHOLAM00002,FINS,2022,0,0,-59000,0,0,-41000,0,0,0,0,-7400,-7300,-290000,-4900,-12000,0,0,"$4,045.13 "
1572,US44107P1049,HOSTHO00001,RESS,2022,0,0,-1300000,0,0,-600000,0,0,0,0,-250000,-250000,-21000000,-190000,-150000,0,0,"$11,477.19 "
1579,GB0007188757,RIOTIN00001,MOMI,2022,0,0,-3900000000,0,0,-1500000000,0,0,0,0,-1300000000,-1000000000,-3200000000,-590000000,-310000000,0,0,"$70,722.13 "
1580,GB0007188757,RIOTIN00001,MOMI,2022,0,0,-3900000000,0,0,-1500000000,0,0,0,0,-1300000000,-1000000000,-3200000000,-590000000,-310000000,0,0,"$30,312.83 "
1581,GB0007188757,RIOTIN00001,MOMI,2022,0,0,-3900000000,0,0,-1500000000,0,0,0,0,-1300000000,-1000000000,-3200000000,-590000000,-310000000,0,0,"$70,722.13 "
1582,GB0007188757,RIOTIN00001,MOMI,2022,0,0,-3900000000,0,0,-1500000000,0,0,0,0,-1300000000,-1000000000,-3200000000,-590000000,-310000000,0,0,"$30,312.83 "
1607,IM00B5VQMV65,GVCHOL00001,ENTE,2022,0,0,-4600000,0,0,-1900000,0,0,0,0,-1200000,-1200000,-3700000,-770000,-390000,0,0,"$9,391.94 "
1614,CH0012255151,SWATCH00001,OTMA,2022,0,0,-3000000,0,0,-1100000,0,0,0,0,-660000,-680000,-3900000,-500000,-230000,0,0,"$9,174.96 "
1615,CH0012255151,SWATCH00001,OTMA,2022,0,0,-3000000,0,0,-1100000,0,0,0,0,-660000,-680000,-3900000,-500000,-230000,0,0,"$3,153.73 "
1616,CH0012255151,SWATCH00001,OTMA,2022,0,0,-3000000,0,0,-1100000,0,0,0,0,-660000,-680000,-3900000,-500000,-230000,0,0,"$9,174.96 "
1617,CH0012255151,SWATCH00001,OTMA,2022,0,0,-3000000,0,0,-1100000,0,0,0,0,-660000,-680000,-3900000,-500000,-230000,0,0,"$3,153.73 "
1642,AU000000TWE9,TREASU00001,BEVM,2022,0,0,-5500000,0,0,-1200000,0,0,0,0,-46000,-450000,-3700000,-870000,-380000,0,0,"$6,864.17 "
1649,JP3027680002,JAPANR00001,RESS,2022,0,0,-43000,0,0,-12000,0,0,0,0,-2700,-4100,-1700000,-6000,-3900,0,0,"$4,837.57 "
1656,US0326541051,ANALOG00001,EEMA,2022,0,0,-5200000,0,0,-530000,0,0,0,0,-130000,-550000,-29000000,-950000,-160000,0,0,"$94,902.73 "
1663,US30225T1025,EXTRAS00001,RESS,2022,0,0,-780000,0,0,-330000,0,0,0,0,-190000,-190000,-6700000,-130000,-68000,0,0,"$20,608.64 "
1670,SE0000115446,VOLVOB00001,TRAN,2022,0,0,-7400000,0,0,-1900000,0,0,0,0,-1000000,-1300000,-23000000,-1300000,-400000,0,0,"$30,570.93 "
1671,SE0000115446,VOLVOB00001,TRAN,2022,0,0,-7400000,0,0,-1900000,0,0,0,0,-1000000,-1300000,-23000000,-1300000,-400000,0,0,"$4,051.06 "
1672,SE0000115446,VOLVOB00001,TRAN,2022,0,0,-7400000,0,0,-1900000,0,0,0,0,-1000000,-1300000,-23000000,-1300000,-400000,0,0,"$30,570.93 "
1673,SE0000115446,VOLVOB00001,TRAN,2022,0,0,-7400000,0,0,-1900000,0,0,0,0,-1000000,-1300000,-23000000,-1300000,-400000,0,0,"$4,051.06 "
1698,SE0000667891,SANDVI00001,FMMA,2022,0,0,-20000000,0,0,-3500000,0,0,0,0,-2000000,-3100000,-20000000,-3700000,-720000,0,0,"$22,517.04 "
1705,JP3511800009,CHIBAB00001,FINS,2022,0,0,-44000,0,0,-19000,0,-770000000,-260000000,0,-11000,-10000,-920000,-7000,-4000,0,0,"$3,194.28 "
1712,US2971781057,ESSEXP00001,RESS,2022,0,0,-2100000,0,0,-920000,0,0,0,0,-420000,-440000,-3300000,-320000,-210000,0,0,"$13,320.81 "
1719,JP3906000009,MINEBE00001,EEMA,2022,0,0,-3600000,0,0,-790000,0,0,0,0,-1100000,-570000,-41000000,-420000,-260000,0,0,"$6,154.27 "
1726,US35137L1052,NEWFOX00001,ENTE,2022,0,0,-1800000,0,0,-200000,0,0,0,0,-21000,-170000,-3500000,-320000,-64000,0,0,"$9,762.54 "
1727,US35137L1052,NEWFOX00001,ENTE,2022,0,0,-1800000,0,0,-200000,0,0,0,0,-21000,-170000,-3500000,-320000,-64000,0,0,"$4,119.83 "
1728,US35137L1052,NEWFOX00001,ENTE,2022,0,0,-1800000,0,0,-200000,0,0,0,0,-21000,-170000,-3500000,-320000,-64000,0,0,"$9,762.54 "
1729,US35137L1052,NEWFOX00001,ENTE,2022,0,0,-1800000,0,0,-200000,0,0,0,0,-21000,-170000,-3500000,-320000,-64000,0,0,"$4,119.83 "
1754,SE0000108847,LUNDBE00001,FINS,2022,0,0,-71000,0,0,-30000,0,0,0,0,-18000,-18000,-320000,-12000,-6000,0,0,"$3,499.85 "
1761,US5260571048,LENNAR00001,BLDG,2022,0,0,-22000000,0,0,-7400000,0,0,0,0,-6900000,-5500000,-73000000,-3500000,-1500000,0,0,"$26,021.01 "
1768,DK0061539921,VESTAS00001,FMMA,2022,0,0,-4900000,0,0,-1800000,0,-1200000000,-610000000,0,-1400000,-1200000,-7100000,-790000,-360000,0,0,"$28,129.49 "
1775,DK0010244508,APMOLL00001,WATL,2022,0,0,-380000000,0,0,-38000000,0,0,0,0,-450000000,-160000000,-1700000000,-16000000,-7500000,0,0,"$8,606.92 "
1776,DK0010244508,APMOLL00001,WATL,2022,0,0,-380000000,0,0,-38000000,0,0,0,0,-450000000,-160000000,-1700000000,-16000000,-7500000,0,0,"$5,226.04 "
1777,DK0010244508,APMOLL00001,WATL,2022,0,0,-380000000,0,0,-38000000,0,0,0,0,-450000000,-160000000,-1700000000,-16000000,-7500000,0,0,"$8,606.92 "
1778,DK0010244508,APMOLL00001,WATL,2022,0,0,-380000000,0,0,-38000000,0,0,0,0,-450000000,-160000000,-1700000000,-16000000,-7500000,0,0,"$5,226.04 "
1803,CA2499061083,DESCAR00001,ITIS,2022,0,0,-15000,0,0,-7600,0,0,0,0,-3700,-3300,-620000,-2100,-1800,0,0,"$6,900.97 "
1810,GB00B10RZP78,UNILEV00002,CONG,2022,0,0,-12000000,0,0,-9200000,0,0,0,0,-1100000,-970000,-77000000,-700000,-2900000,0,0,"$133,285.15 "
1817,JP3940000007,YAMATO00001,ROAL,2022,0,0,-23000000,0,0,-5700000,0,0,0,0,-17000000,-7900000,-52000000,-2400000,-1100000,0,0,"$4,419.66 "
1824,INE192R01011,AVENUE00001,WHRE,2022,0,0,-1800000,0,0,-750000,0,-4400000,-2200000,0,-400000,-400000,-6700000,-280000,-160000,0,0,"$10,170.13 "
1831,US0404131064,ARISTA00001,ITIS,2022,0,0,-4500,0,0,-3900,0,-18000000,-9200000,0,-57,-72,-230000,-110,-1300,0,0,"$38,657.81 "
1838,JP3705200008,JAPANA00001,AIRL,2022,0,0,-17000000,0,0,-12000,0,-580000000,-290000000,0,-610000000,-8700000,-300000000,-1700,-3500,0,0,"$7,756.69 "
1845,JP3388200002,AEONCO00001,WHRE,2022,0,0,-30000000,0,0,-12000000,0,0,0,0,-7400000,-7400000,-59000000,-5100000,-2400000,0,0,"$12,296.66 "
1852,AN8068571086,SCHLUM00001,OGES,2022,0,0,-5600000,0,0,-2400000,0,-80000000,-40000000,0,-1300000,-1300000,-89000000,-880000,-520000,0,0,"$74,346.34 "
1859,AU000000MQG1,MACQUA00001,FINS,2022,0,0,-240000,0,0,-110000,0,-1500000000,-510000000,0,-55000,-54000,-900000,-36000,-24000,0,0,"$46,839.97 "
1866,JP3160400002,EISAIC00001,PILL,2022,0,0,-1600000,0,0,-580000,0,0,0,0,-360000,-350000,-7600000,-270000,-120000,0,0,"$13,739.74 "
1873,INE245A01021,TATAPO00001,GENE,2022,0,0,-46000000,0,0,-8900000,0,0,0,0,-50000000,-18000000,-1300000000,-890000,-2800000,0,0,"$4,047.05 "
1880,US11135F1012,BROADC00001,EEMA,2022,0,0,-3100000,0,0,-1300000,0,0,0,0,-740000,-760000,-15000000,-520000,-260000,0,0,"$252,530.20 "
1887,INE361B01024,DIVISL00001,PILL,2022,0,0,-780000,0,0,-240000,0,-5800000,-2900000,0,-130000,-150000,-1600000,-130000,-53000,0,0,"$4,960.37 "
1894,US9604131022,WESTLA00001,PERF,2022,0,0,-240000000,0,0,-19000000,0,0,0,0,-7000000,-27000000,-1100000000,-45000000,-4800000,0,0,"$3,772.70 "
1901,US43300A2033,HILTON00001,FOOD,2022,0,0,-37000000,0,0,-13000000,0,0,0,0,-1600000,-3600000,-120000000,-5000000,-3900000,0,0,"$37,699.39 "
1908,JP3944130008,USSCOX00001,FINS,2022,0,0,-22000,0,0,-6500,0,0,0,0,-14000,-7000,-390000,-2400,-1400,0,0,"$3,331.73 "
1915,GB00B1VZ0M25,HARGRE00001,FINS,2022,0,0,-18000,0,0,-8000,0,0,0,0,-4300,-4300,-130000,-2900,-1700,0,0,"$3,492.10 "
1922,CA2918434077,EMPIRE00001,WHRE,2022,0,0,-9900000,0,0,-4000000,0,0,0,0,-2400000,-2400000,-46000000,-1600000,-830000,0,0,"$4,288.34 "
1929,US92532F1003,VERTEX00001,PILL,2022,0,0,-300000,0,0,-92000,0,-60000000,-30000000,0,-92000,-72000,-750000,-47000,-19000,0,0,"$85,364.20 "
1936,CNE100000KC0,CHINAN00004,BLDG,2022,0,0,-16000000,0,0,-5200000,0,0,0,0,-4800000,-3800000,-51000000,-2400000,-1100000,0,0,"$3,028.63 "
1943,JP3732000009,SOFTBA00002,ITIS,2022,0,0,-390000,0,0,-140000,0,0,0,0,-190000,-110000,-29000000,-50000,-29000,0,0,"$32,023.12 "
1950,KYG6470A1168,NEWORI00001,EDUC,2022,0,0,-320000,0,0,-270000,0,-810000000,-410000000,0,-3100,-6000,-4700000,-9200,-90000,0,0,"$5,523.37 "
1957,JP3362700001,MITSUI00004,WATL,2022,0,0,-380000000,0,0,-370000,0,0,0,0,-570000000,-190000000,-490000000,-150000,-75000,0,0,"$8,396.03 "
1964,BMG2109G1033,CHINAG00001,OGES,2022,0,0,-680000,0,0,-520000,0,0,0,0,-110000,-50000,-15000000,-21000,-170000,0,0,"$3,595.12 "
1971,GB0004052071,HALMAX00001,OTMA,2022,0,0,-710000,0,0,-270000,0,0,0,0,-180000,-170000,-1100000,-120000,-55000,0,0,"$10,424.33 "
1978,INE646L01027,INTERG00001,AIRL,2022,0,0,-520000,0,0,-66000,0,-320000000,-160000000,0,-320000000,-220000,-150000000,-17000,-17000,0,0,"$2,637.17 "
1985,JP3762900003,NOMURA00002,RESS,2022,0,0,-190000,0,0,-47000,0,0,0,0,-31000,-28000,-6300000,-28000,-13000,0,0,"$2,471.20 "
1992,JP3756100008,NITORI00001,WHRE,2022,0,0,-25000000,0,0,-10000000,0,-390000,-190000,0,-6100000,-6100000,-21000000,-4100000,-2000000,0,0,"$9,429.46 "
1999,NZTELE0001S4,SPARKN00001,ITIS,2022,0,0,-75000,0,0,-30000,0,0,0,0,-21000,-19000,-920000,-12000,-6100,0,0,"$5,890.21 "
2006,JP3783420007,HIKARI00001,FINS,2022,0,0,-120000,0,0,-49000,0,0,0,0,-29000,-28000,-1100000,-19000,-10000,0,0,"$2,552.07 "
2013,US61945C1036,MOSAIC00001,NMMI,2022,0,0,-86000000,0,0,-9400000,0,0,0,0,-15000000,-12000000,-230000000,-14000000,-2900000,0,0,"$15,718.54 "
2020,CH0024638196,SCHIND00001,FMMA,2022,0,0,-6900000,0,0,-2700000,0,0,0,0,-1600000,-1600000,-13000000,-1200000,-540000,0,0,"$8,879.79 "
2021,CH0024638196,SCHIND00001,FMMA,2022,0,0,-6900000,0,0,-2700000,0,0,0,0,-1600000,-1600000,-13000000,-1200000,-540000,0,0,"$4,329.54 "
2022,CH0024638196,SCHIND00001,FMMA,2022,0,0,-6900000,0,0,-2700000,0,0,0,0,-1600000,-1600000,-13000000,-1200000,-540000,0,0,"$8,879.79 "
2023,CH0024638196,SCHIND00001,FMMA,2022,0,0,-6900000,0,0,-2700000,0,0,0,0,-1600000,-1600000,-13000000,-1200000,-540000,0,0,"$4,329.54 "
2048,SE0017768716,BOLIDE00001,MOMI,2022,0,0,-460000000,0,0,-160000000,0,0,0,0,-180000000,-130000000,-240000000,-67000000,-33000000,0,0,"$10,635.62 "
2055,ES0140609019,CAIXAB00001,FINS,2022,0,0,-420000,0,0,-200000,0,-5700000000,-1900000000,0,-94000,-94000,-2700000,-62000,-47000,0,0,"$14,762.32 "
2062,CH0044328745,CHUBBX00001,FINS,2022,0,0,-40000,0,0,-22000,0,0,0,0,-11000,-6600,-2900000,-3500,-6400,0,0,"$80,420.68 "
2069,TW0006770001,POWERC00006,EEMA,2022,0,0,-41000000,0,0,-18000000,0,0,0,0,-8800000,-9000000,-200000000,-6400000,-4000000,0,0,"$3,183.36 "
2076,US1729674242,CITIGR00001,FINS,2022,0,0,-2400000,0,0,-1000000,0,-37000000000,-12000000000,0,-550000,-560000,-26000000,-380000,-230000,0,0,"$96,079.81 "
2083,NL0000009827,KONINK00002,PERF,2022,0,0,-51000000,0,0,-4300000,0,0,0,0,-1400000,-5700000,-79000000,-9600000,-1100000,0,0,"$21,780.52 "
2090,US6703461052,NUCORC00001,IRON,2022,0,0,-630000000,0,0,-3900000,0,0,0,0,-72000000,-83000000,-730000000,-120000000,-870000,0,0,"$36,600.90 "
2097,US9344231041,DISCOV00002,ENTE,2022,0,0,-8900000,0,0,-2400000,0,-6000000000,-3000000000,0,-1200000,-1500000,-38000000,-1500000,-530000,0,0,"$30,469.77 "
2104,SE0017832488,FASTIG00001,RESS,2022,0,0,-210000,0,0,-84000,0,0,0,0,-41000,-42000,-3500000,-32000,-20000,0,0,"$3,010.40 "
2111,THA790010R17,SCBXPU00001,FINS,2022,0,0,0,0,0,0,0,-2400000000,-800000000,0,0,0,0,0,0,0,0,"$10,339.22 "
2118,JP3173400007,OBICCO00001,ITIS,2022,0,0,-25000,0,0,-9400,0,-75000,-38000,0,-9800,-7000,-130000,-3700,-1900,0,0,"$10,176.95 "
2125,US0010551028,AFLACX00001,FINS,2022,0,0,-10000,0,0,-7400,0,0,0,0,-1300,-1000,-530000,-620,-2300,0,0,"$36,601.03 "
2132,JP3756600007,NINTEN00001,EEMA,2022,0,0,-140000,0,0,-47000,-9800000,-9800000,-4900000,0,-31000,-31000,-420000,-23000,-9700,0,0,"$44,001.66 "
2139,US0090661010,AIRBNB00001,ITIS,2022,0,0,-270000,0,0,-110000,0,-110000000,-54000000,0,-73000,-66000,-700000,-41000,-24000,0,0,"$44,206.77 "
2144,ZAE000066304,FIRSTR00002,FINS,2022,0,0,-6100000,0,0,-5900000,0,0,0,0,-51000,-57000,-10000000,-46000,-2000000,0,0,"$18,948.85 "
2151,US03662Q1058,ANSYSX00001,ITIS,2022,0,0,-72000,0,0,-35000,0,0,0,0,-16000,-15000,-720000,-10000,-8400,0,0,"$27,252.34 "
2158,JP3752900005,JAPANP00001,FINS,2022,0,0,-5600000,0,0,-2400000,0,0,0,0,-1400000,-1400000,-53000000,-920000,-480000,0,0,"$17,284.81 "
2165,US2567461080,DOLLAR00002,WHRE,2022,0,0,-12000000,0,0,-4600000,0,0,0,0,-2600000,-2700000,-66000000,-1900000,-960000,0,0,"$32,592.98 "
2172,JP3931600005,YAKULT00001,DASP,2022,0,0,-430000,0,0,-200000,0,-14000000,-7000000,0,-53000,-37000,-2700000,-39000,-66000,0,0,"$8,375.85 "
2179,INE002A01018,RELIAN00001,CONG,2022,0,0,-19000000,0,0,-15000000,0,0,0,0,-5500000,-2100000,-2200000000,-230000,-5000000,0,0,"$98,244.91 "
